freight_type,period,value_thousand_metric_tons,country_code
unloaded,2019-07-01,15671.0,DEU
unloaded,2019-04-01,14897.0,DEU
unloaded,2019-05-01,15933.0,DEU
unloaded,2019-03-01,14662.0,DEU
unloaded,2019-10-01,14117.0,DEU
unloaded,2018-12-01,14411.0,DEU
unloaded,2018-10-01,16801.0,DEU
unloaded,2018-11-01,16963.0,DEU
unloaded,2018-07-01,14683.0,DEU
unloaded,2018-09-01,14952.0,DEU
unloaded,2018-08-01,15624.0,DEU
unloaded,2018-06-01,14455.0,DEU
unloaded,2018-05-01,14917.0,DEU
unloaded,2018-04-01,13812.0,DEU
unloaded,2018-03-01,14853.0,DEU
unloaded,2018-02-01,13698.0,DEU
unloaded,2018-01-01,13784.0,DEU
unloaded,2017-11-01,13504.0,DEU
unloaded,2017-10-01,14221.0,DEU
unloaded,2017-12-01,14751.0,DEU
unloaded,2017-09-01,14497.0,DEU
unloaded,2017-06-01,14319.0,DEU
unloaded,2017-08-01,15177.0,DEU
unloaded,2017-07-01,15215.0,DEU
unloaded,2017-05-01,15076.0,DEU
unloaded,2017-03-01,15661.0,DEU
unloaded,2017-04-01,13981.0,DEU
unloaded,2017-01-01,14643.0,DEU
unloaded,2017-02-01,14207.0,DEU
unloaded,2016-12-01,13202.0,DEU
unloaded,2016-11-01,14289.0,DEU
unloaded,2016-09-01,14752.0,DEU
unloaded,2016-10-01,14222.0,DEU
unloaded,2016-04-01,14960.0,DEU
unloaded,2016-05-01,14146.0,DEU
unloaded,2016-03-01,14141.0,DEU
unloaded,2016-01-01,13527.0,DEU
unloaded,2016-02-01,13503.0,DEU
unloaded,2016-08-01,14737.0,DEU
unloaded,2016-06-01,14254.0,DEU
unloaded,2016-07-01,15192.0,DEU
unloaded,2015-12-01,13308.0,DEU
unloaded,2015-11-01,14117.0,DEU
unloaded,2015-09-01,13714.0,DEU
unloaded,2015-10-01,14878.0,DEU
unloaded,2015-01-01,13824.0,DEU
unloaded,2015-04-01,14201.0,DEU
unloaded,2015-03-01,15916.0,DEU
unloaded,2015-02-01,12741.0,DEU
unloaded,2015-07-01,14325.0,DEU
unloaded,2015-06-01,13822.0,DEU
unloaded,2015-05-01,14760.0,DEU
unloaded,2015-08-01,14056.0,DEU
unloaded,2014-12-01,14055.0,DEU
unloaded,2014-11-01,14319.0,DEU
unloaded,2014-09-01,14311.0,DEU
unloaded,2014-08-01,15447.0,DEU
unloaded,2014-10-01,15331.0,DEU
unloaded,2014-06-01,13920.0,DEU
unloaded,2014-07-01,15104.0,DEU
loaded,2015-01-01,3313.0,GRC
loaded,2015-02-01,3333.0,GRC
loaded,2015-03-01,3979.0,GRC
loaded,2015-04-01,3579.0,GRC
loaded,2015-05-01,3974.0,GRC
loaded,2015-06-01,3450.0,GRC
loaded,2014-12-01,3976.0,GRC
loaded,2014-11-01,3882.0,GRC
loaded,2014-09-01,3417.0,GRC
loaded,2014-10-01,3955.0,GRC
loaded,2014-08-01,3799.0,GRC
loaded,2014-06-01,4221.0,GRC
loaded,2014-07-01,4170.0,GRC
unloaded,2015-01-01,4859.0,GRC
unloaded,2015-02-01,4827.0,GRC
unloaded,2015-03-01,5390.0,GRC
unloaded,2015-04-01,4852.0,GRC
unloaded,2015-05-01,4721.0,GRC
unloaded,2015-06-01,4318.0,GRC
unloaded,2014-12-01,5440.0,GRC
unloaded,2014-11-01,5546.0,GRC
unloaded,2014-07-01,5700.0,GRC
unloaded,2014-06-01,4637.0,GRC
unloaded,2014-10-01,4971.0,GRC
unloaded,2014-08-01,4763.0,GRC
unloaded,2014-09-01,5421.0,GRC
loaded,2022-01-01,4870.0,
loaded,2022-02-01,4212.0,
loaded,2022-09-01,6348.0,
loaded,2022-08-01,5965.0,
loaded,2022-07-01,6328.0,
loaded,2022-05-01,6103.0,
loaded,2022-06-01,7050.0,
loaded,2022-03-01,5653.0,
loaded,2022-04-01,6504.0,
loaded,2021-01-01,6485.0,
loaded,2021-03-01,6693.0,
loaded,2021-04-01,6782.0,
loaded,2021-02-01,4055.0,
loaded,2021-08-01,6753.0,
loaded,2021-09-01,6907.0,
loaded,2021-06-01,6780.0,
loaded,2021-07-01,7210.0,
loaded,2021-05-01,7167.0,
loaded,2021-12-01,6659.0,
loaded,2021-11-01,7314.0,
loaded,2021-10-01,6022.0,
loaded,2020-12-01,7333.0,
loaded,2020-11-01,7020.0,
loaded,2020-03-01,6972.0,
loaded,2020-04-01,6537.0,
loaded,2020-01-01,6162.0,
loaded,2020-02-01,5016.0,
loaded,2020-06-01,6516.0,
loaded,2020-07-01,6718.0,
loaded,2020-05-01,6732.0,
loaded,2020-08-01,6813.0,
loaded,2020-09-01,6895.0,
loaded,2020-10-01,6640.0,
loaded,2019-12-01,7433.0,
loaded,2019-02-01,5842.0,
loaded,2019-01-01,7680.0,
loaded,2019-03-01,8551.0,
loaded,2019-04-01,8194.0,
loaded,2019-05-01,8523.0,
loaded,2019-08-01,7939.0,
loaded,2019-06-01,8124.0,
loaded,2019-07-01,7872.0,
loaded,2019-10-01,7178.0,
loaded,2019-11-01,7389.0,
loaded,2019-09-01,7657.0,
loaded,2018-12-01,8434.0,
loaded,2018-11-01,8243.0,
loaded,2018-01-01,9602.0,
loaded,2018-02-01,6849.0,
loaded,2018-04-01,7650.0,
loaded,2018-05-01,8664.0,
loaded,2018-03-01,8628.0,
loaded,2018-06-01,8181.0,
loaded,2018-07-01,8471.0,
loaded,2018-09-01,7672.0,
loaded,2018-10-01,8407.0,
loaded,2018-08-01,8230.0,
loaded,2017-12-01,9384.0,
loaded,2017-06-01,8496.0,
loaded,2017-04-01,8781.0,
loaded,2017-05-01,8588.0,
loaded,2017-08-01,8797.0,
loaded,2017-07-01,9086.0,
loaded,2017-01-01,8389.0,
loaded,2017-02-01,8227.0,
loaded,2017-03-01,9586.0,
loaded,2017-10-01,9243.0,
loaded,2017-11-01,9481.0,
loaded,2017-09-01,8907.0,
loaded,2016-12-01,9624.0,
loaded,2016-11-01,10008.0,
loaded,2016-03-01,8271.0,
loaded,2016-01-01,8746.0,
loaded,2016-02-01,6301.0,
loaded,2016-08-01,9792.0,
loaded,2016-07-01,8370.0,
loaded,2016-09-01,9304.0,
loaded,2016-10-01,9109.0,
loaded,2016-06-01,8718.0,
loaded,2016-04-01,8501.0,
loaded,2016-05-01,9213.0,
loaded,2015-12-01,8174.0,
loaded,2015-10-01,7183.0,
loaded,2015-11-01,7188.0,
loaded,2015-01-01,10365.0,
loaded,2015-02-01,6898.0,
loaded,2015-03-01,9255.0,
loaded,2015-07-01,9662.0,
loaded,2015-08-01,9107.0,
loaded,2015-09-01,8090.0,
loaded,2015-04-01,9424.0,
loaded,2015-05-01,8986.0,
loaded,2015-06-01,9419.0,
loaded,2014-08-01,10219.0,
loaded,2014-09-01,9270.0,
loaded,2014-07-01,9823.0,
loaded,2014-11-01,9577.0,
loaded,2014-12-01,9930.0,
loaded,2014-10-01,9902.0,
loaded,2014-06-01,9858.0,
unloaded,2022-01-01,8896.0,
unloaded,2022-03-01,11183.0,
unloaded,2022-04-01,11382.0,
unloaded,2022-06-01,10582.0,
unloaded,2022-05-01,10654.0,
unloaded,2022-02-01,7592.0,
unloaded,2022-07-01,10870.0,
unloaded,2022-08-01,9694.0,
unloaded,2022-09-01,10145.0,
unloaded,2021-12-01,11418.0,
unloaded,2021-11-01,12128.0,
unloaded,2021-10-01,10496.0,
unloaded,2021-01-01,11947.0,
unloaded,2021-02-01,7236.0,
unloaded,2021-09-01,11353.0,
unloaded,2021-08-01,11566.0,
unloaded,2021-05-01,11867.0,
unloaded,2021-06-01,10659.0,
unloaded,2021-07-01,11717.0,
unloaded,2021-04-01,11758.0,
unloaded,2021-03-01,12759.0,
unloaded,2020-01-01,13420.0,
unloaded,2020-03-01,15486.0,
unloaded,2020-02-01,10108.0,
unloaded,2020-04-01,15644.0,
unloaded,2020-07-01,15491.0,
unloaded,2020-08-01,13442.0,
unloaded,2020-06-01,14925.0,
unloaded,2020-05-01,17101.0,
unloaded,2020-10-01,13608.0,
unloaded,2020-09-01,13970.0,
unloaded,2020-12-01,13857.0,
unloaded,2020-11-01,12878.0,
unloaded,2019-12-01,15492.0,
unloaded,2019-10-01,16022.0,
unloaded,2019-06-01,14100.0,
unloaded,2019-09-01,13576.0,
unloaded,2019-11-01,14261.0,
unloaded,2019-02-01,9801.0,
unloaded,2019-01-01,13655.0,
unloaded,2019-03-01,13531.0,
unloaded,2019-05-01,15598.0,
unloaded,2019-04-01,14765.0,
unloaded,2019-08-01,15269.0,
unloaded,2019-07-01,14862.0,
unloaded,2018-12-01,13850.0,
unloaded,2018-11-01,13547.0,
unloaded,2018-08-01,12720.0,
unloaded,2018-09-01,11656.0,
unloaded,2018-06-01,14252.0,
unloaded,2018-07-01,12949.0,
unloaded,2018-10-01,12571.0,
unloaded,2018-01-01,14929.0,
unloaded,2018-02-01,10759.0,
unloaded,2018-04-01,13191.0,
unloaded,2018-05-01,14162.0,
unloaded,2018-03-01,14924.0,
unloaded,2017-12-01,16226.0,
unloaded,2017-10-01,14663.0,
unloaded,2017-11-01,15696.0,
unloaded,2017-09-01,14565.0,
unloaded,2017-06-01,14309.0,
unloaded,2017-05-01,14862.0,
unloaded,2017-04-01,14680.0,
unloaded,2017-08-01,14544.0,
unloaded,2017-07-01,15025.0,
unloaded,2017-01-01,13289.0,
unloaded,2017-03-01,14578.0,
unloaded,2017-02-01,12102.0,
unloaded,2016-12-01,15601.0,
unloaded,2016-11-01,14128.0,
unloaded,2016-01-01,12730.0,
unloaded,2016-03-01,11512.0,
unloaded,2016-02-01,8082.0,
unloaded,2016-06-01,12378.0,
unloaded,2016-04-01,11625.0,
unloaded,2016-05-01,12230.0,
unloaded,2016-08-01,13112.0,
unloaded,2016-07-01,14240.0,
unloaded,2016-09-01,12528.0,
unloaded,2016-10-01,12519.0,
unloaded,2015-12-01,11285.0,
unloaded,2015-11-01,11170.0,
unloaded,2015-10-01,10991.0,
unloaded,2015-02-01,11386.0,
unloaded,2015-01-01,17826.0,
unloaded,2015-07-01,13048.0,
unloaded,2015-08-01,11662.0,
unloaded,2015-06-01,13279.0,
unloaded,2015-09-01,12216.0,
unloaded,2015-03-01,12701.0,
unloaded,2015-04-01,13406.0,
unloaded,2015-05-01,13838.0,
unloaded,2014-10-01,14697.0,
unloaded,2014-11-01,14535.0,
unloaded,2014-12-01,16547.0,
unloaded,2014-08-01,16775.0,
unloaded,2014-09-01,15592.0,
unloaded,2014-06-01,15646.0,
unloaded,2014-07-01,14676.0,
loaded,2022-01-01,11893.0,
loaded,2022-10-01,5944.0,
loaded,2022-06-01,6786.0,
loaded,2022-03-01,6208.0,
loaded,2022-05-01,6921.0,
loaded,2022-04-01,6498.0,
loaded,2022-07-01,6185.0,
loaded,2022-08-01,6398.0,
loaded,2022-09-01,6904.0,
loaded,2021-12-01,6282.0,
loaded,2021-01-01,6322.0,
loaded,2021-03-01,6443.0,
loaded,2021-04-01,6181.0,
loaded,2021-02-01,5730.0,
loaded,2021-05-01,7117.0,
loaded,2021-07-01,6989.0,
loaded,2021-08-01,5983.0,
loaded,2021-06-01,6538.0,
loaded,2021-11-01,5694.0,
loaded,2021-10-01,6363.0,
loaded,2021-09-01,5990.0,
loaded,2020-10-01,5345.0,
loaded,2020-11-01,4382.0,
loaded,2020-12-01,5508.0,
loaded,2020-03-01,6720.0,
loaded,2020-02-01,6195.0,
loaded,2020-07-01,5674.0,
loaded,2020-05-01,4978.0,
loaded,2020-04-01,4279.0,
loaded,2020-06-01,5458.0,
loaded,2020-09-01,5510.0,
loaded,2020-08-01,5937.0,
loaded,2020-01-01,6249.0,
loaded,2019-12-01,6166.0,
loaded,2019-11-01,6503.0,
loaded,2019-10-01,6644.0,
loaded,2019-09-01,6842.0,
loaded,2019-08-01,7521.0,
loaded,2019-06-01,7168.0,
loaded,2019-07-01,7623.0,
loaded,2019-01-01,5042.0,
loaded,2019-03-01,7666.0,
loaded,2019-02-01,6401.0,
loaded,2019-04-01,6738.0,
loaded,2019-05-01,7240.0,
loaded,2018-03-01,7689.0,
loaded,2018-02-01,8271.0,
loaded,2018-01-01,6980.0,
loaded,2018-04-01,7423.0,
loaded,2018-06-01,6443.0,
loaded,2018-05-01,7874.0,
loaded,2018-11-01,5602.0,
loaded,2018-12-01,5507.0,
loaded,2018-10-01,5837.0,
loaded,2018-07-01,6333.0,
loaded,2018-08-01,6533.0,
loaded,2018-09-01,5613.0,
loaded,2017-12-01,7222.0,
loaded,2017-02-01,7286.0,
loaded,2017-01-01,6986.0,
loaded,2017-04-01,6052.0,
loaded,2017-03-01,6940.0,
loaded,2017-05-01,6539.0,
loaded,2017-10-01,7504.0,
loaded,2017-09-01,7162.0,
loaded,2017-08-01,7302.0,
loaded,2017-07-01,7405.0,
loaded,2017-06-01,7485.0,
loaded,2017-11-01,5020.0,
loaded,2016-09-01,5962.0,
loaded,2016-10-01,6233.0,
loaded,2016-12-01,6430.0,
loaded,2016-11-01,6447.0,
loaded,2016-01-01,4931.0,
loaded,2016-03-01,6737.0,
loaded,2016-02-01,6062.0,
loaded,2016-04-01,5897.0,
loaded,2016-06-01,7595.0,
loaded,2016-05-01,7764.0,
loaded,2016-08-01,6963.0,
loaded,2016-07-01,6514.0,
loaded,2015-11-01,5664.0,
loaded,2015-12-01,5479.0,
loaded,2015-07-01,5708.0,
loaded,2015-09-01,6140.0,
loaded,2015-08-01,5496.0,
loaded,2015-06-01,5739.0,
loaded,2015-10-01,6089.0,
loaded,2015-02-01,5228.0,
loaded,2015-01-01,5680.0,
loaded,2015-03-01,6201.0,
loaded,2015-04-01,4454.0,
loaded,2015-05-01,5553.0,
loaded,2014-12-01,5350.0,
loaded,2014-09-01,6445.0,
loaded,2014-11-01,5590.0,
loaded,2014-10-01,5170.0,
loaded,2014-08-01,6030.0,
loaded,2014-07-01,6140.0,
loaded,2014-06-01,5927.0,
unloaded,2022-01-01,6038.0,
unloaded,2022-03-01,5986.0,
unloaded,2022-04-01,6262.0,
unloaded,2022-05-01,5642.0,
unloaded,2022-06-01,5804.0,
unloaded,2022-07-01,6149.0,
unloaded,2022-10-01,5661.0,
unloaded,2022-08-01,6095.0,
unloaded,2022-09-01,6675.0,
unloaded,2021-12-01,5643.0,
unloaded,2021-10-01,5606.0,
unloaded,2021-11-01,5419.0,
unloaded,2021-01-01,4556.0,
unloaded,2021-05-01,5474.0,
unloaded,2021-07-01,5502.0,
unloaded,2021-02-01,4109.0,
unloaded,2021-04-01,4913.0,
unloaded,2021-03-01,4719.0,
unloaded,2021-09-01,5354.0,
unloaded,2021-08-01,5287.0,
unloaded,2021-06-01,4938.0,
unloaded,2020-01-01,4750.0,
unloaded,2020-08-01,4081.0,
unloaded,2020-09-01,4508.0,
unloaded,2020-02-01,5286.0,
unloaded,2020-04-01,5000.0,
unloaded,2020-06-01,4201.0,
unloaded,2020-07-01,4083.0,
unloaded,2020-05-01,4738.0,
unloaded,2020-03-01,4794.0,
unloaded,2020-10-01,4504.0,
unloaded,2020-11-01,2265.0,
unloaded,2020-12-01,3622.0,
unloaded,2019-12-01,4176.0,
unloaded,2019-10-01,5308.0,
unloaded,2019-11-01,4040.0,
unloaded,2019-01-01,3504.0,
unloaded,2019-03-01,4685.0,
unloaded,2019-02-01,4980.0,
unloaded,2019-08-01,4501.0,
unloaded,2019-09-01,4612.0,
unloaded,2019-07-01,5406.0,
unloaded,2019-06-01,5191.0,
unloaded,2019-04-01,5059.0,
unloaded,2019-05-01,4920.0,
unloaded,2018-12-01,3479.0,
unloaded,2018-11-01,4631.0,
unloaded,2018-10-01,4725.0,
unloaded,2018-01-01,5726.0,
unloaded,2018-02-01,5632.0,
unloaded,2018-07-01,4592.0,
unloaded,2018-08-01,4285.0,
unloaded,2018-09-01,4312.0,
unloaded,2018-03-01,5009.0,
unloaded,2018-04-01,5144.0,
unloaded,2018-05-01,4517.0,
unloaded,2018-06-01,4511.0,
unloaded,2017-12-01,5721.0,
unloaded,2017-11-01,4051.0,
unloaded,2017-01-01,5837.0,
unloaded,2017-02-01,6044.0,
unloaded,2017-03-01,5300.0,
unloaded,2017-04-01,5122.0,
unloaded,2017-05-01,5260.0,
unloaded,2017-09-01,5229.0,
unloaded,2017-10-01,4843.0,
unloaded,2017-08-01,5721.0,
unloaded,2017-06-01,5413.0,
unloaded,2017-07-01,5227.0,
unloaded,2016-12-01,5722.0,
unloaded,2016-09-01,5254.0,
unloaded,2016-10-01,5005.0,
unloaded,2016-03-01,4610.0,
unloaded,2016-02-01,5636.0,
unloaded,2016-01-01,4751.0,
unloaded,2016-06-01,4969.0,
unloaded,2016-05-01,5058.0,
unloaded,2016-04-01,5107.0,
unloaded,2016-08-01,5018.0,
unloaded,2016-07-01,4755.0,
unloaded,2016-11-01,4130.0,
unloaded,2015-06-01,5141.0,
unloaded,2015-11-01,4838.0,
unloaded,2015-12-01,4470.0,
unloaded,2015-01-01,6542.0,
unloaded,2015-02-01,5997.0,
unloaded,2015-03-01,6782.0,
unloaded,2015-04-01,5368.0,
unloaded,2015-05-01,5751.0,
unloaded,2015-07-01,5179.0,
unloaded,2015-10-01,5131.0,
unloaded,2015-08-01,5068.0,
unloaded,2015-09-01,5514.0,
unloaded,2014-12-01,6428.0,
unloaded,2014-11-01,6663.0,
unloaded,2014-09-01,6425.0,
unloaded,2014-07-01,5773.0,
unloaded,2014-06-01,6084.0,
unloaded,2014-10-01,5701.0,
unloaded,2014-08-01,6222.0,
loaded,2021-02-01,1634.0,ISR
loaded,2021-05-01,1600.0,ISR
loaded,2021-08-01,1450.0,ISR
loaded,2020-11-01,1627.0,ISR
loaded,2020-05-01,1614.0,ISR
loaded,2020-08-01,1518.0,ISR
loaded,2020-02-01,1616.0,ISR
loaded,2020-03-01,1616.0,ISR
loaded,2019-11-01,1478.0,ISR
loaded,2019-02-01,1733.0,ISR
loaded,2019-05-01,1757.0,ISR
loaded,2019-08-01,1568.0,ISR
loaded,2019-03-01,1733.0,ISR
loaded,2019-06-01,1757.0,ISR
loaded,2019-09-01,1568.0,ISR
loaded,2019-12-01,1478.0,ISR
loaded,2018-11-01,1810.0,ISR
loaded,2018-08-01,1500.0,ISR
loaded,2018-02-01,1750.0,ISR
loaded,2018-05-01,1686.0,ISR
loaded,2018-12-01,1810.0,ISR
loaded,2018-06-01,1686.0,ISR
loaded,2018-09-01,1500.0,ISR
loaded,2018-03-01,1750.0,ISR
loaded,2017-12-01,1691.0,ISR
loaded,2017-06-01,1781.0,ISR
loaded,2017-09-01,1691.0,ISR
loaded,2017-03-01,1684.0,ISR
loaded,2017-05-01,1781.0,ISR
loaded,2017-02-01,1684.0,ISR
loaded,2017-08-01,1691.0,ISR
loaded,2017-11-01,1691.0,ISR
loaded,2016-12-01,1797.0,ISR
loaded,2016-09-01,1649.0,ISR
loaded,2016-11-01,1797.0,ISR
loaded,2016-08-01,1649.0,ISR
loaded,2016-05-01,1798.0,ISR
loaded,2016-02-01,1669.0,ISR
loaded,2015-11-01,1765.0,ISR
unloaded,2021-02-01,3140.0,ISR
unloaded,2021-05-01,3380.0,ISR
unloaded,2021-08-01,3417.0,ISR
unloaded,2020-02-01,3217.0,ISR
unloaded,2020-08-01,3209.0,ISR
unloaded,2020-05-01,3097.0,ISR
unloaded,2020-03-01,3217.0,ISR
unloaded,2020-11-01,3255.0,ISR
unloaded,2019-11-01,3147.0,ISR
unloaded,2019-08-01,3234.0,ISR
unloaded,2019-02-01,3146.0,ISR
unloaded,2019-05-01,3168.0,ISR
unloaded,2019-09-01,3234.0,ISR
unloaded,2019-12-01,3147.0,ISR
unloaded,2019-03-01,3146.0,ISR
unloaded,2019-06-01,3168.0,ISR
unloaded,2018-11-01,3139.0,ISR
unloaded,2018-08-01,3191.0,ISR
unloaded,2018-02-01,3118.0,ISR
unloaded,2018-05-01,3380.0,ISR
unloaded,2018-09-01,3191.0,ISR
unloaded,2018-12-01,3139.0,ISR
unloaded,2018-03-01,3118.0,ISR
unloaded,2018-06-01,3380.0,ISR
unloaded,2017-11-01,3122.0,ISR
unloaded,2017-02-01,3024.0,ISR
unloaded,2017-05-01,3194.0,ISR
unloaded,2017-08-01,3121.0,ISR
unloaded,2017-09-01,3121.0,ISR
unloaded,2017-12-01,3122.0,ISR
unloaded,2017-03-01,3024.0,ISR
unloaded,2017-06-01,3194.0,ISR
unloaded,2016-11-01,2904.0,ISR
unloaded,2016-08-01,3127.0,ISR
unloaded,2016-05-01,3098.0,ISR
unloaded,2016-02-01,2975.0,ISR
unloaded,2016-09-01,3127.0,ISR
unloaded,2016-12-01,2904.0,ISR
unloaded,2015-11-01,2957.0,ISR
loaded,2020-01-01,307.0,KWT
loaded,2020-02-01,289.0,KWT
loaded,2020-03-01,323.0,KWT
loaded,2020-04-01,229.0,KWT
loaded,2020-05-01,301.0,KWT
loaded,2020-06-01,273.0,KWT
loaded,2020-07-01,254.0,KWT
loaded,2020-08-01,318.0,KWT
loaded,2020-09-01,329.0,KWT
loaded,2020-10-01,318.0,KWT
loaded,2020-11-01,279.0,KWT
loaded,2019-01-01,279.0,KWT
loaded,2019-02-01,318.0,KWT
loaded,2019-03-01,329.0,KWT
loaded,2019-04-01,318.0,KWT
loaded,2019-05-01,254.0,KWT
loaded,2019-06-01,273.0,KWT
loaded,2019-07-01,301.0,KWT
loaded,2019-08-01,229.0,KWT
loaded,2019-09-01,323.0,KWT
loaded,2019-10-01,289.0,KWT
loaded,2019-11-01,307.0,KWT
loaded,2019-12-01,245.0,KWT
loaded,2018-01-01,444.0,KWT
loaded,2018-02-01,465.0,KWT
loaded,2018-03-01,374.0,KWT
loaded,2018-04-01,585.0,KWT
loaded,2018-05-01,556.0,KWT
loaded,2018-06-01,402.0,KWT
loaded,2018-07-01,415.0,KWT
loaded,2018-08-01,247.0,KWT
loaded,2018-09-01,436.0,KWT
loaded,2018-10-01,376.0,KWT
loaded,2018-11-01,340.0,KWT
loaded,2018-12-01,314.0,KWT
loaded,2017-06-01,407.0,KWT
loaded,2017-01-01,461.0,KWT
loaded,2017-04-01,320.0,KWT
loaded,2017-05-01,407.0,KWT
loaded,2016-12-01,461.0,KWT
loaded,2016-11-01,312.0,KWT
loaded,2016-10-01,618.0,KWT
loaded,2016-01-01,492.0,KWT
loaded,2016-03-01,383.0,KWT
loaded,2016-02-01,341.0,KWT
loaded,2015-11-01,415.0,KWT
loaded,2015-12-01,262.0,KWT
loaded,2015-09-01,458.0,KWT
loaded,2015-10-01,384.0,KWT
loaded,2015-01-01,348.0,KWT
loaded,2015-07-01,367.0,KWT
loaded,2015-08-01,333.0,KWT
loaded,2015-02-01,347.0,KWT
loaded,2015-05-01,382.0,KWT
loaded,2015-06-01,272.0,KWT
loaded,2015-04-01,313.0,KWT
loaded,2015-03-01,331.0,KWT
loaded,2014-11-01,375.0,KWT
loaded,2014-12-01,342.0,KWT
loaded,2014-06-01,405.0,KWT
loaded,2014-07-01,447.0,KWT
loaded,2014-08-01,310.0,KWT
loaded,2014-10-01,424.0,KWT
loaded,2014-09-01,345.0,KWT
unloaded,2020-11-01,3631.0,KWT
unloaded,2020-02-01,3062.0,KWT
unloaded,2020-03-01,5126.0,KWT
unloaded,2020-04-01,3459.0,KWT
unloaded,2020-05-01,3481.0,KWT
unloaded,2020-06-01,2987.0,KWT
unloaded,2020-07-01,3590.0,KWT
unloaded,2020-08-01,3387.0,KWT
unloaded,2020-09-01,3250.0,KWT
unloaded,2020-10-01,3715.0,KWT
unloaded,2020-01-01,3399.0,KWT
unloaded,2019-01-01,3631.0,KWT
unloaded,2019-02-01,3715.0,KWT
unloaded,2019-03-01,3250.0,KWT
unloaded,2019-04-01,3387.0,KWT
unloaded,2019-05-01,3590.0,KWT
unloaded,2019-06-01,2987.0,KWT
unloaded,2019-07-01,3481.0,KWT
unloaded,2019-08-01,3549.0,KWT
unloaded,2019-09-01,5126.0,KWT
unloaded,2019-10-01,3062.0,KWT
unloaded,2019-11-01,3399.0,KWT
unloaded,2019-12-01,3521.0,KWT
unloaded,2018-01-01,3428.0,KWT
unloaded,2018-02-01,2918.0,KWT
unloaded,2018-03-01,3609.0,KWT
unloaded,2018-04-01,3983.0,KWT
unloaded,2018-05-01,3512.0,KWT
unloaded,2018-06-01,2965.0,KWT
unloaded,2018-07-01,3648.0,KWT
unloaded,2018-08-01,3378.0,KWT
unloaded,2018-09-01,3765.0,KWT
unloaded,2018-10-01,3765.0,KWT
unloaded,2018-11-01,3016.0,KWT
unloaded,2018-12-01,5014.0,KWT
unloaded,2017-04-01,2792.0,KWT
unloaded,2017-05-01,3040.0,KWT
unloaded,2017-01-01,2513.0,KWT
unloaded,2017-06-01,3040.0,KWT
unloaded,2016-10-01,2965.0,KWT
unloaded,2016-11-01,2930.0,KWT
unloaded,2016-12-01,2513.0,KWT
unloaded,2016-01-01,3162.0,KWT
unloaded,2016-03-01,3136.0,KWT
unloaded,2016-02-01,2985.0,KWT
unloaded,2015-10-01,2751.0,KWT
unloaded,2015-11-01,4003.0,KWT
unloaded,2015-12-01,3316.0,KWT
unloaded,2015-01-01,2829.0,KWT
unloaded,2015-09-01,3197.0,KWT
unloaded,2015-06-01,3124.0,KWT
loaded,2020-10-01,2476.0,MAR
loaded,2020-11-01,2624.0,MAR
loaded,2020-12-01,3293.0,MAR
loaded,2016-11-01,2066.0,MAR
loaded,2016-07-01,2191.0,MAR
loaded,2016-08-01,2333.0,MAR
loaded,2016-10-01,2066.0,MAR
loaded,2016-09-01,2069.0,MAR
loaded,2016-06-01,2427.0,MAR
loaded,2016-04-01,2191.0,MAR
loaded,2016-05-01,2207.0,MAR
loaded,2016-01-01,2075.0,MAR
loaded,2016-02-01,1607.0,MAR
loaded,2016-03-01,2438.0,MAR
loaded,2015-09-01,2340.0,MAR
loaded,2015-10-01,1738.0,MAR
loaded,2015-11-01,2117.0,MAR
loaded,2015-12-01,2266.0,MAR
loaded,2015-07-01,2070.0,MAR
loaded,2015-08-01,2259.0,MAR
loaded,2015-02-01,3678.0,MAR
loaded,2015-03-01,1973.0,MAR
loaded,2015-04-01,2520.0,MAR
loaded,2015-06-01,4808.0,MAR
loaded,2014-12-01,2794.0,MAR
loaded,2014-08-01,2258.0,MAR
loaded,2014-07-01,2217.0,MAR
loaded,2014-06-01,2555.0,MAR
loaded,2014-11-01,1838.0,MAR
loaded,2014-09-01,2393.0,MAR
loaded,2014-10-01,2149.0,MAR
unloaded,2022-02-01,4045.0,MAR
unloaded,2022-05-01,5748.0,MAR
unloaded,2022-06-01,5536.0,MAR
unloaded,2022-04-01,5458.0,MAR
unloaded,2022-03-01,5405.0,MAR
unloaded,2022-01-01,5156.0,MAR
unloaded,2021-12-01,4464.0,MAR
unloaded,2021-11-01,4987.0,MAR
unloaded,2021-10-01,4108.0,MAR
unloaded,2021-08-01,4549.0,MAR
unloaded,2021-09-01,4152.0,MAR
unloaded,2021-01-01,5028.0,MAR
unloaded,2021-02-01,3842.0,MAR
unloaded,2021-03-01,5789.0,MAR
unloaded,2021-04-01,5331.0,MAR
unloaded,2021-05-01,4511.0,MAR
unloaded,2021-06-01,4583.0,MAR
unloaded,2021-07-01,4072.0,MAR
unloaded,2020-02-01,4646.0,MAR
unloaded,2020-03-01,5603.0,MAR
unloaded,2020-04-01,4889.0,MAR
unloaded,2020-08-01,5228.0,MAR
unloaded,2020-09-01,4555.0,MAR
unloaded,2020-11-01,4448.0,MAR
unloaded,2020-12-01,4266.0,MAR
unloaded,2020-01-01,5010.0,MAR
unloaded,2020-05-01,5246.0,MAR
unloaded,2020-06-01,4816.0,MAR
unloaded,2020-07-01,4775.0,MAR
unloaded,2020-10-01,4176.0,MAR
unloaded,2016-06-01,4296.0,MAR
unloaded,2016-10-01,4106.0,MAR
