T22,"Total imports, exports and balance of trade",,,,,,,
Region/Country/Area,,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
690,Seychelles,2010,Imports CIF (millions of US dollars),G,,"1,180","As of 2010, trade in services data reflect improvement of the coverage of balance of payment statistics.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
690,Seychelles,2015,Imports CIF (millions of US dollars),G,,975,"As of 2010, trade in services data reflect improvement of the coverage of balance of payment statistics.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
690,Seychelles,2019,Imports CIF (millions of US dollars),G,,"1,438","As of 2010, trade in services data reflect improvement of the coverage of balance of payment statistics.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
690,Seychelles,2020,Imports CIF (millions of US dollars),G,,"1,494","As of 2010, trade in services data reflect improvement of the coverage of balance of payment statistics.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
690,Seychelles,2021,Imports CIF (millions of US dollars),G,,"1,132","Estimate.;As of 2010, trade in services data reflect improvement of the coverage of balance of payment statistics.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
690,Seychelles,1995,Exports FOB (millions of US dollars),G,,53,"As of 2010, trade in services data reflect improvement of the coverage of balance of payment statistics.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
690,Seychelles,2005,Exports FOB (millions of US dollars),G,,340,"As of 2010, trade in services data reflect improvement of the coverage of balance of payment statistics.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
690,Seychelles,2010,Exports FOB (millions of US dollars),G,,418,"As of 2010, trade in services data reflect improvement of the coverage of balance of payment statistics.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
690,Seychelles,2015,Exports FOB (millions of US dollars),G,,474,"As of 2010, trade in services data reflect improvement of the coverage of balance of payment statistics.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
690,Seychelles,2019,Exports FOB (millions of US dollars),G,,824,"As of 2010, trade in services data reflect improvement of the coverage of balance of payment statistics.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
690,Seychelles,2020,Exports FOB (millions of US dollars),G,,961,"As of 2010, trade in services data reflect improvement of the coverage of balance of payment statistics.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
690,Seychelles,2021,Exports FOB (millions of US dollars),G,,"1,075","Estimate.;As of 2010, trade in services data reflect improvement of the coverage of balance of payment statistics.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
690,Seychelles,1995,Balance imports/exports (millions of US dollars),G,,-202,"As of 2010, trade in services data reflect improvement of the coverage of balance of payment statistics.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
690,Seychelles,2005,Balance imports/exports (millions of US dollars),G,,-335,"As of 2010, trade in services data reflect improvement of the coverage of balance of payment statistics.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
690,Seychelles,2010,Balance imports/exports (millions of US dollars),G,,-763,"As of 2010, trade in services data reflect improvement of the coverage of balance of payment statistics.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
690,Seychelles,2015,Balance imports/exports (millions of US dollars),G,,-501,"As of 2010, trade in services data reflect improvement of the coverage of balance of payment statistics.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
690,Seychelles,2019,Balance imports/exports (millions of US dollars),G,,-614,"As of 2010, trade in services data reflect improvement of the coverage of balance of payment statistics.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
690,Seychelles,2020,Balance imports/exports (millions of US dollars),G,,-533,"As of 2010, trade in services data reflect improvement of the coverage of balance of payment statistics.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
690,Seychelles,2021,Balance imports/exports (millions of US dollars),G,,-58,"As of 2010, trade in services data reflect improvement of the coverage of balance of payment statistics.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
694,Sierra Leone,1995,Imports CIF (millions of US dollars),S,,131,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
694,Sierra Leone,2005,Imports CIF (millions of US dollars),S,,341,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
694,Sierra Leone,2010,Imports CIF (millions of US dollars),S,,776,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
694,Sierra Leone,2015,Imports CIF (millions of US dollars),S,,"1,759",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
694,Sierra Leone,2019,Imports CIF (millions of US dollars),S,,"1,760",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
694,Sierra Leone,2020,Imports CIF (millions of US dollars),S,,"1,112",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
694,Sierra Leone,2021,Imports CIF (millions of US dollars),S,,"1,939",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
694,Sierra Leone,1995,Exports FOB (millions of US dollars),S,,42,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
694,Sierra Leone,2005,Exports FOB (millions of US dollars),S,,154,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
694,Sierra Leone,2010,Exports FOB (millions of US dollars),S,,319,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
694,Sierra Leone,2015,Exports FOB (millions of US dollars),S,,93,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
694,Sierra Leone,2019,Exports FOB (millions of US dollars),S,,289,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
694,Sierra Leone,2020,Exports FOB (millions of US dollars),S,,219,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
694,Sierra Leone,2021,Exports FOB (millions of US dollars),S,,263,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
694,Sierra Leone,1995,Balance imports/exports (millions of US dollars),S,,-89,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
694,Sierra Leone,2005,Balance imports/exports (millions of US dollars),S,,-187,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
694,Sierra Leone,2010,Balance imports/exports (millions of US dollars),S,,-457,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
694,Sierra Leone,2015,Balance imports/exports (millions of US dollars),S,,"-1,666",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
694,Sierra Leone,2019,Balance imports/exports (millions of US dollars),S,,"-1,471",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
694,Sierra Leone,2020,Balance imports/exports (millions of US dollars),S,,-894,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
694,Sierra Leone,2021,Balance imports/exports (millions of US dollars),S,,"-1,677",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
702,Singapore,1995,Imports CIF (millions of US dollars),G,,"124,503",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
702,Singapore,2005,Imports CIF (millions of US dollars),G,,"200,724",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
702,Singapore,2010,Imports CIF (millions of US dollars),G,,"313,071",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
702,Singapore,2015,Imports CIF (millions of US dollars),G,,"308,122",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
702,Singapore,2019,Imports CIF (millions of US dollars),G,,"358,975",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
702,Singapore,2020,Imports CIF (millions of US dollars),G,,"328,624",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
702,Singapore,2021,Imports CIF (millions of US dollars),G,,"555,098",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
702,Singapore,1995,Exports FOB (millions of US dollars),G,,"118,263",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
702,Singapore,2005,Exports FOB (millions of US dollars),G,,"230,344",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
702,Singapore,2010,Exports FOB (millions of US dollars),G,,"353,240",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
702,Singapore,2015,Exports FOB (millions of US dollars),G,,"357,941",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
702,Singapore,2019,Exports FOB (millions of US dollars),G,,"390,332",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
702,Singapore,2020,Exports FOB (millions of US dollars),G,,"373,684",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
702,Singapore,2021,Exports FOB (millions of US dollars),G,,"643,131",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
702,Singapore,1995,Balance imports/exports (millions of US dollars),G,,"-6,240",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
702,Singapore,2005,Balance imports/exports (millions of US dollars),G,,"29,619",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
702,Singapore,2010,Balance imports/exports (millions of US dollars),G,,"40,169",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
702,Singapore,2015,Balance imports/exports (millions of US dollars),G,,"49,820",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
702,Singapore,2019,Balance imports/exports (millions of US dollars),G,,"31,357",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
702,Singapore,2020,Balance imports/exports (millions of US dollars),G,,"45,059",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
702,Singapore,2021,Balance imports/exports (millions of US dollars),G,,"88,033",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
703,Slovakia,1995,Imports CIF (millions of US dollars),S,,"8,162",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
703,Slovakia,2005,Imports CIF (millions of US dollars),S,,"34,226",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
703,Slovakia,2010,Imports CIF (millions of US dollars),S,,"65,644",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
703,Slovakia,2015,Imports CIF (millions of US dollars),S,,"73,053",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
703,Slovakia,2019,Imports CIF (millions of US dollars),S,,"90,908",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
703,Slovakia,2020,Imports CIF (millions of US dollars),S,,"84,998",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
703,Slovakia,2021,Imports CIF (millions of US dollars),S,,"104,682",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
703,Slovakia,1995,Exports FOB (millions of US dollars),S,,"8,374",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
703,Slovakia,2005,Exports FOB (millions of US dollars),S,,"32,210",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
703,Slovakia,2010,Exports FOB (millions of US dollars),S,,"65,306",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
703,Slovakia,2015,Exports FOB (millions of US dollars),S,,"74,970",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
703,Slovakia,2019,Exports FOB (millions of US dollars),S,,"89,909",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
703,Slovakia,2020,Exports FOB (millions of US dollars),S,,"86,708",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
703,Slovakia,2021,Exports FOB (millions of US dollars),S,,"104,360",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
703,Slovakia,1995,Balance imports/exports (millions of US dollars),S,,212,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
703,Slovakia,2005,Balance imports/exports (millions of US dollars),S,,"-2,016",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
703,Slovakia,2010,Balance imports/exports (millions of US dollars),S,,-338,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
703,Slovakia,2015,Balance imports/exports (millions of US dollars),S,,"1,916",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
703,Slovakia,2019,Balance imports/exports (millions of US dollars),S,,-999,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
703,Slovakia,2020,Balance imports/exports (millions of US dollars),S,,"1,709",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
703,Slovakia,2021,Balance imports/exports (millions of US dollars),S,,-322,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
705,Slovenia,1995,Imports CIF (millions of US dollars),S,,"9,492",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
705,Slovenia,2005,Imports CIF (millions of US dollars),S,,"19,626",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
705,Slovenia,2010,Imports CIF (millions of US dollars),S,,"26,592",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
705,Slovenia,2015,Imports CIF (millions of US dollars),S,,"25,870",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
705,Slovenia,2019,Imports CIF (millions of US dollars),S,,"38,162",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
705,Slovenia,2020,Imports CIF (millions of US dollars),S,,"36,513",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
705,Slovenia,2021,Imports CIF (millions of US dollars),S,,"49,607",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
705,Slovenia,1995,Exports FOB (millions of US dollars),S,,"8,316",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
705,Slovenia,2005,Exports FOB (millions of US dollars),S,,"17,896",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
705,Slovenia,2010,Exports FOB (millions of US dollars),S,,"24,435",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
705,Slovenia,2015,Exports FOB (millions of US dollars),S,,"26,587",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
705,Slovenia,2019,Exports FOB (millions of US dollars),S,,"37,575",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
705,Slovenia,2020,Exports FOB (millions of US dollars),S,,"37,471",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
705,Slovenia,2021,Exports FOB (millions of US dollars),S,,"46,773",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
705,Slovenia,1995,Balance imports/exports (millions of US dollars),S,,"-1,176",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
705,Slovenia,2005,Balance imports/exports (millions of US dollars),S,,"-1,730",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
705,Slovenia,2010,Balance imports/exports (millions of US dollars),S,,"-2,157",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
705,Slovenia,2015,Balance imports/exports (millions of US dollars),S,,717,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
705,Slovenia,2019,Balance imports/exports (millions of US dollars),S,,-587,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
705,Slovenia,2020,Balance imports/exports (millions of US dollars),S,,958,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
705,Slovenia,2021,Balance imports/exports (millions of US dollars),S,,"-2,834",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
90,Solomon Islands,1995,Imports CIF (millions of US dollars),S,,154,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
90,Solomon Islands,2005,Imports CIF (millions of US dollars),S,,139,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
90,Solomon Islands,2010,Imports CIF (millions of US dollars),S,,328,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
90,Solomon Islands,2015,Imports CIF (millions of US dollars),S,,466,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
90,Solomon Islands,2019,Imports CIF (millions of US dollars),S,,554,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
90,Solomon Islands,2020,Imports CIF (millions of US dollars),S,,444,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
90,Solomon Islands,2021,Imports CIF (millions of US dollars),S,,574,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
90,Solomon Islands,1995,Exports FOB (millions of US dollars),S,,168,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
90,Solomon Islands,2005,Exports FOB (millions of US dollars),S,,70,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
90,Solomon Islands,2010,Exports FOB (millions of US dollars),S,,215,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
90,Solomon Islands,2015,Exports FOB (millions of US dollars),S,,400,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
90,Solomon Islands,2019,Exports FOB (millions of US dollars),S,,448,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
90,Solomon Islands,2020,Exports FOB (millions of US dollars),S,,371,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
90,Solomon Islands,2021,Exports FOB (millions of US dollars),S,,356,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
90,Solomon Islands,1995,Balance imports/exports (millions of US dollars),S,,14,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
90,Solomon Islands,2005,Balance imports/exports (millions of US dollars),S,,-68,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
90,Solomon Islands,2010,Balance imports/exports (millions of US dollars),S,,-112,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
90,Solomon Islands,2015,Balance imports/exports (millions of US dollars),S,,-65,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
90,Solomon Islands,2019,Balance imports/exports (millions of US dollars),S,,-106,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
90,Solomon Islands,2020,Balance imports/exports (millions of US dollars),S,,-73,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
90,Solomon Islands,2021,Balance imports/exports (millions of US dollars),S,,-218,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
706,Somalia,1995,Imports CIF (millions of US dollars),G,,38,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
706,Somalia,2005,Imports CIF (millions of US dollars),G,,469,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
706,Somalia,2010,Imports CIF (millions of US dollars),G,,496,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
706,Somalia,2015,Imports CIF (millions of US dollars),G,,525,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
706,Somalia,2019,Imports CIF (millions of US dollars),G,,"3,078",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
706,Somalia,2020,Imports CIF (millions of US dollars),G,,"3,262",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
706,Somalia,2021,Imports CIF (millions of US dollars),G,,"3,675",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
706,Somalia,1995,Exports FOB (millions of US dollars),G,,38,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
706,Somalia,2005,Exports FOB (millions of US dollars),G,,379,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
706,Somalia,2010,Exports FOB (millions of US dollars),G,,568,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
706,Somalia,2015,Exports FOB (millions of US dollars),G,,853,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
706,Somalia,2019,Exports FOB (millions of US dollars),G,,643,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
706,Somalia,2020,Exports FOB (millions of US dollars),G,,530,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
706,Somalia,2021,Exports FOB (millions of US dollars),G,,610,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
706,Somalia,1995,Balance imports/exports (millions of US dollars),G,,0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
706,Somalia,2005,Balance imports/exports (millions of US dollars),G,,-90,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
706,Somalia,2010,Balance imports/exports (millions of US dollars),G,,72,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
706,Somalia,2015,Balance imports/exports (millions of US dollars),G,,328,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
706,Somalia,2019,Balance imports/exports (millions of US dollars),G,,"-2,436",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
706,Somalia,2020,Balance imports/exports (millions of US dollars),G,,"-2,732",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
706,Somalia,2021,Balance imports/exports (millions of US dollars),G,,"-3,065",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
710,South Africa,2005,Imports CIF (millions of US dollars),G,,"55,033",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
710,South Africa,2010,Imports CIF (millions of US dollars),G,,"83,100",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
710,South Africa,2015,Imports CIF (millions of US dollars),G,,"85,511",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
710,South Africa,2019,Imports CIF (millions of US dollars),G,,"88,037",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
710,South Africa,2020,Imports CIF (millions of US dollars),G,,"68,943",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
710,South Africa,2021,Imports CIF (millions of US dollars),G,,"96,726",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
710,South Africa,2005,Exports FOB (millions of US dollars),G,,"46,991",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
710,South Africa,2010,Exports FOB (millions of US dollars),G,,"82,631",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
710,South Africa,2015,Exports FOB (millions of US dollars),G,,"80,264",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
710,South Africa,2019,Exports FOB (millions of US dollars),G,,"89,396",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
710,South Africa,2020,Exports FOB (millions of US dollars),G,,"85,227",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
710,South Africa,2021,Exports FOB (millions of US dollars),G,,"125,189",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
710,South Africa,2005,Balance imports/exports (millions of US dollars),G,,"-8,042",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
