T22,"Total imports, exports and balance of trade",,,,,,,
Region/Country/Area,,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
430,Liberia,2020,Imports CIF (millions of US dollars),S,,"2,387",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
430,Liberia,2021,Imports CIF (millions of US dollars),S,,"2,698",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
430,Liberia,1995,Exports FOB (millions of US dollars),S,,452,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
430,Liberia,2005,Exports FOB (millions of US dollars),S,,130,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
430,Liberia,2010,Exports FOB (millions of US dollars),S,,222,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
430,Liberia,2015,Exports FOB (millions of US dollars),S,,627,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
430,Liberia,2019,Exports FOB (millions of US dollars),S,,363,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
430,Liberia,2020,Exports FOB (millions of US dollars),S,,280,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
430,Liberia,2021,Exports FOB (millions of US dollars),S,,459,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
430,Liberia,1995,Balance imports/exports (millions of US dollars),S,,94,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
430,Liberia,2005,Balance imports/exports (millions of US dollars),S,,-179,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
430,Liberia,2010,Balance imports/exports (millions of US dollars),S,,-488,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
430,Liberia,2015,Balance imports/exports (millions of US dollars),S,,-273,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
430,Liberia,2019,Balance imports/exports (millions of US dollars),S,,"-1,822",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
430,Liberia,2020,Balance imports/exports (millions of US dollars),S,,"-2,108",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
430,Liberia,2021,Balance imports/exports (millions of US dollars),S,,"-2,239",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,1995,Imports CIF (millions of US dollars),G,,"4,912",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2005,Imports CIF (millions of US dollars),G,,"6,058",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2010,Imports CIF (millions of US dollars),G,,"17,674",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2015,Imports CIF (millions of US dollars),G,,"13,000",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2019,Imports CIF (millions of US dollars),G,,"15,636",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2020,Imports CIF (millions of US dollars),G,,"12,736",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2021,Imports CIF (millions of US dollars),G,,"17,631",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,1995,Exports FOB (millions of US dollars),G,,"9,363",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2005,Exports FOB (millions of US dollars),G,,"31,272",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2010,Exports FOB (millions of US dollars),G,,"36,440",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2015,Exports FOB (millions of US dollars),G,,"10,200",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2019,Exports FOB (millions of US dollars),G,,"32,494",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2020,Exports FOB (millions of US dollars),G,,"10,893",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2021,Exports FOB (millions of US dollars),G,,"40,977",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,1995,Balance imports/exports (millions of US dollars),G,,"4,451",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2005,Balance imports/exports (millions of US dollars),G,,"25,215",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2010,Balance imports/exports (millions of US dollars),G,,"18,766",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2015,Balance imports/exports (millions of US dollars),G,,"-2,800",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2019,Balance imports/exports (millions of US dollars),G,,"16,858",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2020,Balance imports/exports (millions of US dollars),G,,"-1,843",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
434,Libya,2021,Balance imports/exports (millions of US dollars),G,,"23,346",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,1995,Imports CIF (millions of US dollars),G,,"3,649",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2005,Imports CIF (millions of US dollars),G,,"15,704",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2010,Imports CIF (millions of US dollars),G,,"23,378",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2015,Imports CIF (millions of US dollars),G,,"28,176",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2019,Imports CIF (millions of US dollars),G,,"35,759",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2020,Imports CIF (millions of US dollars),G,,"33,344",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2021,Imports CIF (millions of US dollars),G,,"44,550",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,1995,Exports FOB (millions of US dollars),G,,"2,706",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2005,Exports FOB (millions of US dollars),G,,"12,070",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2010,Exports FOB (millions of US dollars),G,,"20,814",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2015,Exports FOB (millions of US dollars),G,,"25,411",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2019,Exports FOB (millions of US dollars),G,,"33,151",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2020,Exports FOB (millions of US dollars),G,,"32,838",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2021,Exports FOB (millions of US dollars),G,,"40,814",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,1995,Balance imports/exports (millions of US dollars),G,,-943,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2005,Balance imports/exports (millions of US dollars),G,,"-3,634",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2010,Balance imports/exports (millions of US dollars),G,,"-2,564",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2015,Balance imports/exports (millions of US dollars),G,,"-2,765",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2019,Balance imports/exports (millions of US dollars),G,,"-2,609",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2020,Balance imports/exports (millions of US dollars),G,,-507,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
440,Lithuania,2021,Balance imports/exports (millions of US dollars),G,,"-3,736",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2005,Imports CIF (millions of US dollars),S,,"17,586",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2010,Imports CIF (millions of US dollars),S,,"20,400",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2015,Imports CIF (millions of US dollars),S,,"19,296",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2019,Imports CIF (millions of US dollars),S,,"22,674",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2020,Imports CIF (millions of US dollars),S,,"20,883",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2021,Imports CIF (millions of US dollars),S,,"25,537",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2005,Exports FOB (millions of US dollars),S,,"12,715",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2010,Exports FOB (millions of US dollars),S,,"13,911",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2015,Exports FOB (millions of US dollars),S,,"12,626",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2019,Exports FOB (millions of US dollars),S,,"14,667",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2020,Exports FOB (millions of US dollars),S,,"13,506",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2021,Exports FOB (millions of US dollars),S,,"16,247",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2005,Balance imports/exports (millions of US dollars),S,,"-4,871",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2010,Balance imports/exports (millions of US dollars),S,,"-6,489",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2015,Balance imports/exports (millions of US dollars),S,,"-6,671",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2019,Balance imports/exports (millions of US dollars),S,,"-8,006",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2020,Balance imports/exports (millions of US dollars),S,,"-7,377",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
442,Luxembourg,2021,Balance imports/exports (millions of US dollars),S,,"-9,290",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,1995,Imports CIF (millions of US dollars),S,,550,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2005,Imports CIF (millions of US dollars),S,,"1,686",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2010,Imports CIF (millions of US dollars),S,,"2,546",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2015,Imports CIF (millions of US dollars),S,,"2,961",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2019,Imports CIF (millions of US dollars),S,,"3,603",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2020,Imports CIF (millions of US dollars),S,,"3,228",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2021,Imports CIF (millions of US dollars),S,,"4,176",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,1995,Exports FOB (millions of US dollars),S,,360,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2005,Exports FOB (millions of US dollars),S,,836,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2010,Exports FOB (millions of US dollars),S,,"1,082",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2015,Exports FOB (millions of US dollars),S,,"2,164",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2019,Exports FOB (millions of US dollars),S,,"2,689",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2020,Exports FOB (millions of US dollars),S,,"1,960",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2021,Exports FOB (millions of US dollars),S,,"2,578",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,1995,Balance imports/exports (millions of US dollars),S,,-190,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2005,Balance imports/exports (millions of US dollars),S,,-850,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2010,Balance imports/exports (millions of US dollars),S,,"-1,464",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2015,Balance imports/exports (millions of US dollars),S,,-796,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2019,Balance imports/exports (millions of US dollars),S,,-914,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2020,Balance imports/exports (millions of US dollars),S,,"-1,269",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
450,Madagascar,2021,Balance imports/exports (millions of US dollars),S,,"-1,598",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,1995,Imports CIF (millions of US dollars),G,,500,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2005,Imports CIF (millions of US dollars),G,,"1,165",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2010,Imports CIF (millions of US dollars),G,,"2,173",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2015,Imports CIF (millions of US dollars),G,,"2,312",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2019,Imports CIF (millions of US dollars),G,,"2,941",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2020,Imports CIF (millions of US dollars),G,,"2,726",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2021,Imports CIF (millions of US dollars),G,,"3,241",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,1995,Exports FOB (millions of US dollars),G,,433,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2005,Exports FOB (millions of US dollars),G,,495,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2010,Exports FOB (millions of US dollars),G,,"1,066",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2015,Exports FOB (millions of US dollars),G,,"1,080",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2019,Exports FOB (millions of US dollars),G,,913,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2020,Exports FOB (millions of US dollars),G,,781,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2021,Exports FOB (millions of US dollars),G,,954,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,1995,Balance imports/exports (millions of US dollars),G,,-67,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2005,Balance imports/exports (millions of US dollars),G,,-670,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2010,Balance imports/exports (millions of US dollars),G,,"-1,107",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2015,Balance imports/exports (millions of US dollars),G,,"-1,232",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2019,Balance imports/exports (millions of US dollars),G,,"-2,028",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2020,Balance imports/exports (millions of US dollars),G,,"-1,945",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
454,Malawi,2021,Balance imports/exports (millions of US dollars),G,,"-2,287",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,1995,Imports CIF (millions of US dollars),G,,"77,046",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2005,Imports CIF (millions of US dollars),G,,"114,290",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2010,Imports CIF (millions of US dollars),G,,"164,586",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2015,Imports CIF (millions of US dollars),G,,"176,175",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2019,Imports CIF (millions of US dollars),G,,"205,030",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2020,Imports CIF (millions of US dollars),G,,"190,405",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2021,Imports CIF (millions of US dollars),G,,"238,250",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,1995,Exports FOB (millions of US dollars),G,,"73,778",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2005,Exports FOB (millions of US dollars),G,,"141,624",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2010,Exports FOB (millions of US dollars),G,,"198,791",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2015,Exports FOB (millions of US dollars),G,,"200,211",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2019,Exports FOB (millions of US dollars),G,,"240,212",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2020,Exports FOB (millions of US dollars),G,,"234,050",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2021,Exports FOB (millions of US dollars),G,,"299,230",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,1995,Balance imports/exports (millions of US dollars),G,,"-3,267",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2005,Balance imports/exports (millions of US dollars),G,,"27,334",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2010,Balance imports/exports (millions of US dollars),G,,"34,204",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2015,Balance imports/exports (millions of US dollars),G,,"24,036",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2019,Balance imports/exports (millions of US dollars),G,,"35,181",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2020,Balance imports/exports (millions of US dollars),G,,"43,646",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
458,Malaysia,2021,Balance imports/exports (millions of US dollars),G,,"60,981",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,1995,Imports CIF (millions of US dollars),G,,268,"As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was impremented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2005,Imports CIF (millions of US dollars),G,,745,"As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was impremented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2010,Imports CIF (millions of US dollars),G,,"1,095","As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was impremented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2015,Imports CIF (millions of US dollars),G,,"1,897","As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was impremented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2019,Imports CIF (millions of US dollars),G,,"2,887","As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was impremented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2020,Imports CIF (millions of US dollars),G,,"1,838","Estimate.;As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was impremented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2021,Imports CIF (millions of US dollars),G,,"2,574","As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was impremented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,1995,Exports FOB (millions of US dollars),G,,50,"As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was impremented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2005,Exports FOB (millions of US dollars),G,,154,"As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was impremented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2010,Exports FOB (millions of US dollars),G,,74,"As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was impremented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2015,Exports FOB (millions of US dollars),G,,144,"As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was impremented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2019,Exports FOB (millions of US dollars),G,,158,"As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was impremented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2020,Exports FOB (millions of US dollars),G,,163,"Estimate.;As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was impremented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2021,Exports FOB (millions of US dollars),G,,151,"As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was impremented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,1995,Balance imports/exports (millions of US dollars),G,,-218,"As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was impremented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2005,Balance imports/exports (millions of US dollars),G,,-591,"As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was impremented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2010,Balance imports/exports (millions of US dollars),G,,"-1,021","As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was impremented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
